X,Y,SPECIES NAME
4101000,3170500,Carpinus betulus
4319500,2824500,Carpinus betulus
4314500,3068500,Carpinus betulus
4213500,2874500,Carpinus betulus
4152500,2769500,Carpinus betulus
4347500,2840500,Carpinus betulus
4142500,3011500,Carpinus betulus
4495500,2872500,Carpinus betulus
4535500,3383500,Carpinus betulus
4107500,2929500,Carpinus betulus
4250500,2735500,Carpinus betulus
4141500,3045500,Carpinus betulus
4592500,3122500,Carpinus betulus
4125500,3044500,Carpinus betulus
4074500,3071500,Carpinus betulus
4282500,3097500,Carpinus betulus
4163500,3171500,Carpinus betulus
4065500,3007500,Carpinus betulus
4146500,2769500,Carpinus betulus
4502000,3322500,Carpinus betulus
4200500,2730500,Carpinus betulus
4240500,2878500,Carpinus betulus
4210500,2892500,Carpinus betulus
4330500,3040500,Carpinus betulus
4281500,3309500,Carpinus betulus
4209500,3002500,Carpinus betulus
4377500,3018500,Carpinus betulus
4189500,2984500,Carpinus betulus
4192500,3336500,Carpinus betulus
4353500,3390500,Carpinus betulus
4093500,3114500,Carpinus betulus
4331500,2846500,Carpinus betulus
4435500,3100500,Carpinus betulus
4152500,2767500,Carpinus betulus
4368500,3140500,Carpinus betulus
4328500,3464500,Carpinus betulus
4118500,3000500,Carpinus betulus
4337500,2976500,Carpinus betulus
4456500,3411500,Carpinus betulus
4128500,3180500,Carpinus betulus
4509500,3464500,Carpinus betulus
4285500,2969500,Carpinus betulus
4347500,2846500,Carpinus betulus
4256500,2883500,Carpinus betulus
4202500,2734500,Carpinus betulus
4238500,2880500,Carpinus betulus
4127500,2930500,Carpinus betulus
4561500,3380500,Carpinus betulus
4212500,2918500,Carpinus betulus
4249500,2845500,Carpinus betulus
4151500,2727500,Carpinus betulus
4272500,2885500,Carpinus betulus
4306500,3501500,Carpinus betulus
4308500,3477500,Carpinus betulus
4308500,2923500,Carpinus betulus
4141500,2953500,Carpinus betulus
4289500,3021500,Carpinus betulus
4415500,3158500,Carpinus betulus
4139500,3159500,Carpinus betulus
4107500,2969500,Carpinus betulus
4163500,2967500,Carpinus betulus
4267500,2839500,Carpinus betulus
4148500,2947500,Carpinus betulus
4317500,2980500,Carpinus betulus
4212500,2894500,Carpinus betulus
4193500,3014500,Carpinus betulus
4273500,3021500,Carpinus betulus
4415500,3166500,Carpinus betulus
4226500,2918500,Carpinus betulus
4383500,2889500,Carpinus betulus
4361000,2980500,Carpinus betulus
4189500,3250500,Carpinus betulus
4293500,2843500,Carpinus betulus
4206500,2880500,Carpinus betulus
4260500,2927500,Carpinus betulus
4260500,2933500,Carpinus betulus
4365500,3158500,Carpinus betulus
4235500,2874500,Carpinus betulus
4256500,2905500,Carpinus betulus
4249500,2827500,Carpinus betulus
4344500,3466500,Carpinus betulus
4343500,3160500,Carpinus betulus
4494500,3434500,Carpinus betulus
4153500,2989500,Carpinus betulus
4285500,2961500,Carpinus betulus
4299500,2799500,Carpinus betulus
4229500,2874500,Carpinus betulus
4160500,3047500,Carpinus betulus
4156500,3035500,Carpinus betulus
4253500,2819500,Carpinus betulus
4286500,2905500,Carpinus betulus
4444500,3414500,Carpinus betulus
4097500,2967500,Carpinus betulus
4292500,2949500,Carpinus betulus
4258500,2927500,Carpinus betulus
4163500,2963500,Carpinus betulus
4337500,3394500,Carpinus betulus
4274500,2905500,Carpinus betulus
4396500,3153500,Carpinus betulus
4310500,3045500,Carpinus betulus
4327500,2824500,Carpinus betulus
4377500,2882500,Carpinus betulus
4120500,2950500,Carpinus betulus
4237500,2876500,Carpinus betulus
4272500,2895500,Carpinus betulus
4327500,2862500,Carpinus betulus
4136500,2961500,Carpinus betulus
4364500,3140500,Carpinus betulus
4160500,3031500,Carpinus betulus
4257500,3395500,Carpinus betulus
4297500,2989500,Carpinus betulus
4244500,2881500,Carpinus betulus
4258500,3057500,Carpinus betulus
4067500,2975500,Carpinus betulus
4329500,2956500,Carpinus betulus
4068500,2989500,Carpinus betulus
4144500,3099500,Carpinus betulus
4114500,2920500,Carpinus betulus
4186500,2888500,Carpinus betulus
4251500,2835500,Carpinus betulus
4165500,2821500,Carpinus betulus
4182500,2792500,Carpinus betulus
4091500,3004500,Carpinus betulus
4534500,3415500,Carpinus betulus
4218500,2900500,Carpinus betulus
4139500,2965500,Carpinus betulus
4405500,2965500,Carpinus betulus
4210500,2898500,Carpinus betulus
4226500,2902500,Carpinus betulus
4371500,3452500,Carpinus betulus
4152500,3175500,Carpinus betulus
4274500,2915500,Carpinus betulus
4586500,3101500,Carpinus betulus
4259500,2819500,Carpinus betulus
4141500,3015500,Carpinus betulus
4338500,3462500,Carpinus betulus
4145500,3011500,Carpinus betulus
4238500,3362500,Carpinus betulus
4236500,2900500,Carpinus betulus
4279500,3137500,Carpinus betulus
4165500,3023500,Carpinus betulus
4120500,2994500,Carpinus betulus
4412500,2907500,Carpinus betulus
4095500,3085500,Carpinus betulus
4518500,3434500,Carpinus betulus
4235500,2862500,Carpinus betulus
4274500,3073500,Carpinus betulus
4090500,3028500,Carpinus betulus
4242500,2881500,Carpinus betulus
4354500,2874500,Carpinus betulus
4064500,3001500,Carpinus betulus
4366500,3138500,Carpinus betulus
4376500,2852500,Carpinus betulus
4125500,3008500,Carpinus betulus
4256500,2937500,Carpinus betulus
4274500,2883500,Carpinus betulus
4154500,3083500,Carpinus betulus
4147500,2985500,Carpinus betulus
4212500,2896500,Carpinus betulus
4316500,3474500,Carpinus betulus
4119500,3092500,Carpinus betulus
4338500,3378500,Carpinus betulus
4157500,2723500,Carpinus betulus
4120500,3032500,Carpinus betulus
4140500,2775500,Carpinus betulus
4089500,2906500,Carpinus betulus
4483500,3183500,Carpinus betulus
4220500,3210500,Carpinus betulus
4348500,2794500,Carpinus betulus
4294500,3081500,Carpinus betulus
4105500,3007500,Carpinus betulus
4137500,2943500,Carpinus betulus
4108500,3001500,Carpinus betulus
4282500,2877500,Carpinus betulus
4056500,2991500,Carpinus betulus
4244500,2907500,Carpinus betulus
4168500,2948500,Carpinus betulus
4224500,2900500,Carpinus betulus
4576500,3124500,Carpinus betulus
4320500,2896500,Carpinus betulus
4262500,2921500,Carpinus betulus
4161500,2815500,Carpinus betulus
4139500,3043500,Carpinus betulus
4307500,2873500,Carpinus betulus
4353500,2996500,Carpinus betulus
4298500,3081500,Carpinus betulus
4170500,2950500,Carpinus betulus
4365500,3248500,Carpinus betulus
4301500,2993500,Carpinus betulus
4125500,3040500,Carpinus betulus
4152500,3045500,Carpinus betulus
4244500,3237500,Carpinus betulus
4263500,3267500,Carpinus betulus
4109500,3017500,Carpinus betulus
4123500,2930500,Carpinus betulus
4482500,3141500,Carpinus betulus
4222500,3098500,Carpinus betulus
4313500,2813500,Carpinus betulus
4153500,3021500,Carpinus betulus
4166500,2783500,Carpinus betulus
4209500,3298500,Carpinus betulus
4135500,3009500,Carpinus betulus
4548500,3371500,Carpinus betulus
4299500,2801500,Carpinus betulus
4236500,2740500,Carpinus betulus
4173500,3002500,Carpinus betulus
4385500,2871500,Carpinus betulus
4160500,2941500,Carpinus betulus
4187500,2850500,Carpinus betulus
4222500,2882500,Carpinus betulus
4241500,2841500,Carpinus betulus
4093500,3013500,Carpinus betulus
4248500,2773500,Carpinus betulus
4564500,3382500,Carpinus betulus
4416500,2924500,Carpinus betulus
4286500,3029500,Carpinus betulus
4242500,3065500,Carpinus betulus
4400500,3001500,Carpinus betulus
4163500,2993500,Carpinus betulus
4495500,3462500,Carpinus betulus
4222500,2912500,Carpinus betulus
4327500,2870500,Carpinus betulus
4148500,2907500,Carpinus betulus
4301500,3001500,Carpinus betulus
4243500,2835500,Carpinus betulus
4342500,3092500,Carpinus betulus
4187500,3103500,Carpinus betulus
4280500,2919500,Carpinus betulus
4223500,2870500,Carpinus betulus
4339500,3128500,Carpinus betulus
4171500,3114500,Carpinus betulus
4275500,2869500,Carpinus betulus
4392500,3429500,Carpinus betulus
4534500,3413500,Carpinus betulus
4249500,2817500,Carpinus betulus
4180500,3178500,Carpinus betulus
4379500,2951500,Carpinus betulus
4152500,3199500,Carpinus betulus
4316500,2888500,Carpinus betulus
4150500,3045500,Carpinus betulus
4133500,3111500,Carpinus betulus
4321500,3416500,Carpinus betulus
4123500,3048500,Carpinus betulus
4305500,3249500,Carpinus betulus
4212500,2728500,Carpinus betulus
4254500,2919500,Carpinus betulus
4344500,2944500,Carpinus betulus
4277500,2985500,Carpinus betulus
4198500,2914500,Carpinus betulus
4237500,2826500,Carpinus betulus
4106500,2995500,Carpinus betulus
4471500,3409500,Carpinus betulus
4266500,3069500,Carpinus betulus
4270500,2919500,Carpinus betulus
4353500,3456500,Carpinus betulus
4282500,2923500,Carpinus betulus
4262500,2737500,Carpinus betulus
4527500,3321500,Carpinus betulus
4131500,3011500,Carpinus betulus
4396500,3001500,Carpinus betulus
4357500,3131500,Carpinus betulus
4438500,3414500,Carpinus betulus
4288500,2741500,Carpinus betulus
4070500,3063500,Carpinus betulus
4304500,3507500,Carpinus betulus
4089500,2972500,Carpinus betulus
4200500,2916500,Carpinus betulus
4245500,2861500,Carpinus betulus
4127500,3048500,Carpinus betulus
4520500,3431500,Carpinus betulus
4418500,2766500,Carpinus betulus
4316500,3200500,Carpinus betulus
4246500,3041500,Carpinus betulus
4148500,2939500,Carpinus betulus
4231500,2876500,Carpinus betulus
4218500,2902500,Carpinus betulus
4105500,3049500,Carpinus betulus
4145500,3195500,Carpinus betulus
4228500,2884500,Carpinus betulus
4173500,2818500,Carpinus betulus
4339500,2828500,Carpinus betulus
4355500,3136500,Carpinus betulus
4501500,3462500,Carpinus betulus
4137500,2933500,Carpinus betulus
4337500,2996500,Carpinus betulus
4276500,2937500,Carpinus betulus
4274500,2931500,Carpinus betulus
4372500,2980500,Carpinus betulus
4535500,3381500,Carpinus betulus
4300500,2747500,Carpinus betulus
4164500,2943500,Carpinus betulus
4171500,2840500,Carpinus betulus
4174500,2792500,Carpinus betulus
4296500,2795500,Carpinus betulus
4133500,2963500,Carpinus betulus
4387500,3177500,Carpinus betulus
4107500,3011500,Carpinus betulus
4235500,2850500,Carpinus betulus
4576500,3327500,Carpinus betulus
4127500,3004500,Carpinus betulus
4298500,2889500,Carpinus betulus
4164500,3087500,Carpinus betulus
4313500,3245500,Carpinus betulus
4256500,2911500,Carpinus betulus
4226500,2934500,Carpinus betulus
4151500,3015500,Carpinus betulus
4324500,2930500,Carpinus betulus
4153500,3001500,Carpinus betulus
4173500,2836500,Carpinus betulus
4151500,2965500,Carpinus betulus
4584500,3151500,Carpinus betulus
4097500,2981500,Carpinus betulus
4296500,2915500,Carpinus betulus
4282500,3029500,Carpinus betulus
4118500,3034500,Carpinus betulus
4336500,2904500,Carpinus betulus
4240500,3470500,Carpinus betulus
4148500,2781500,Carpinus betulus
4576500,3391500,Carpinus betulus
4171500,2962500,Carpinus betulus
4101500,2973500,Carpinus betulus
4206500,3034500,Carpinus betulus
4164500,3207500,Carpinus betulus
4237500,2864500,Carpinus betulus
4107500,3039500,Carpinus betulus
4543500,3385500,Carpinus betulus
4314500,2916500,Carpinus betulus
4145500,3016000,Carpinus betulus
4226500,2896500,Carpinus betulus
4299500,3101500,Carpinus betulus
4492500,3074500,Carpinus betulus
4135500,3005500,Carpinus betulus
4232500,2932500,Carpinus betulus
4168500,2783500,Carpinus betulus
4294500,3069500,Carpinus betulus
4160500,2793500,Carpinus betulus
4451500,3395500,Carpinus betulus
4504500,3082500,Carpinus betulus
4298500,2767500,Carpinus betulus
4273500,2849500,Carpinus betulus
4225500,2990500,Carpinus betulus
4142500,3131500,Carpinus betulus
4118500,2984500,Carpinus betulus
4356500,3432500,Carpinus betulus
4112500,3023500,Carpinus betulus
4155500,2975500,Carpinus betulus
4239500,2872500,Carpinus betulus
4523500,3455500,Carpinus betulus
4266500,2887500,Carpinus betulus
4257500,2821500,Carpinus betulus
4268500,3371500,Carpinus betulus
4097500,3049500,Carpinus betulus
4157500,3021500,Carpinus betulus
4147500,3015500,Carpinus betulus
4364500,2976500,Carpinus betulus
4306500,2941500,Carpinus betulus
4277500,2857500,Carpinus betulus
4140500,2777500,Carpinus betulus
4507500,3164500,Carpinus betulus
4550500,3443500,Carpinus betulus
4077500,3012500,Carpinus betulus
4131500,3053500,Carpinus betulus
4231500,2864500,Carpinus betulus
4058500,2997500,Carpinus betulus
4126500,3136500,Carpinus betulus
4098500,2997500,Carpinus betulus
4503500,3382500,Carpinus betulus
4079500,2968500,Carpinus betulus
4153500,2973500,Carpinus betulus
4135500,3017500,Carpinus betulus
4353500,2956500,Carpinus betulus
4133500,3047500,Carpinus betulus
4186500,3042500,Carpinus betulus
4493500,3088500,Carpinus betulus
4272500,3481500,Carpinus betulus
4385500,3246000,Carpinus betulus
4450500,2766500,Carpinus betulus
4260500,2921500,Carpinus betulus
4282500,2947500,Carpinus betulus
4145500,3007500,Carpinus betulus
4105500,3045500,Carpinus betulus
4571500,3136500,Carpinus betulus
4141500,3011500,Carpinus betulus
4509500,3092500,Carpinus betulus
4156500,2947500,Carpinus betulus
4243500,2811500,Carpinus betulus
4270500,2937500,Carpinus betulus
4130500,2961500,Carpinus betulus
4506500,3060500,Carpinus betulus
4350500,3056500,Carpinus betulus
4270500,2891500,Carpinus betulus
4286500,2925500,Carpinus betulus
4150500,3043500,Carpinus betulus
4248500,2905500,Carpinus betulus
4171500,3146500,Carpinus betulus
4114500,2916500,Carpinus betulus
4249500,3249500,Carpinus betulus
4331500,3120500,Carpinus betulus
4120500,3022500,Carpinus betulus
4141500,2967500,Carpinus betulus
4109500,3003500,Carpinus betulus
4513500,3410500,Carpinus betulus
4480500,3433500,Carpinus betulus
4488500,3434500,Carpinus betulus
4253500,2849500,Carpinus betulus
4378500,2913500,Carpinus betulus
4241500,2831500,Carpinus betulus
4143500,3091500,Carpinus betulus
4161500,2981500,Carpinus betulus
4345500,2956500,Carpinus betulus
4125500,3004500,Carpinus betulus
4495500,3476500,Carpinus betulus
4112500,3024500,Carpinus betulus
4135500,3047500,Carpinus betulus
4497500,3390500,Carpinus betulus
4151500,2987500,Carpinus betulus
4149500,3019500,Carpinus betulus
4214500,3062500,Carpinus betulus
4407500,2865500,Carpinus betulus
4307500,2953500,Carpinus betulus
4520500,3284500,Carpinus betulus
4143500,3021500,Carpinus betulus
4208500,2890500,Carpinus betulus
4270500,2913500,Carpinus betulus
4420500,2916500,Carpinus betulus
4232500,2946500,Carpinus betulus
4234500,2752500,Carpinus betulus
4131500,3013500,Carpinus betulus
4229500,2994500,Carpinus betulus
4299500,2803500,Carpinus betulus
4326500,2930500,Carpinus betulus
4168500,3092500,Carpinus betulus
4439500,3182500,Carpinus betulus
4127500,3014500,Carpinus betulus
4093500,2905500,Carpinus betulus
4519500,3389500,Carpinus betulus
4324500,2920500,Carpinus betulus
4540500,3483500,Carpinus betulus
4312500,3213500,Carpinus betulus
4310500,2885500,Carpinus betulus
4351500,3416500,Carpinus betulus
4309500,2809500,Carpinus betulus
4366500,2752500,Carpinus betulus
4247500,2845500,Carpinus betulus
4381500,2879500,Carpinus betulus
4176500,3202500,Carpinus betulus
4473500,2787500,Carpinus betulus
4162500,2735500,Carpinus betulus
4145500,2957500,Carpinus betulus
4139500,2941500,Carpinus betulus
4324500,2788500,Carpinus betulus
4301500,3017500,Carpinus betulus
4051500,3004500,Carpinus betulus
4239500,2814500,Carpinus betulus
4254500,2895500,Carpinus betulus
4387500,3157500,Carpinus betulus
4325500,2996500,Carpinus betulus
4482500,3445500,Carpinus betulus
4286500,2935500,Carpinus betulus
4327500,2854500,Carpinus betulus
4326500,2920500,Carpinus betulus
4183500,2854500,Carpinus betulus
4122500,2996500,Carpinus betulus
4176500,2906500,Castanea sativa
4059500,3164500,Castanea sativa
4171500,2808500,Castanea sativa
4228500,2934500,Castanea sativa
4195500,2850500,Castanea sativa
4172500,2886500,Castanea sativa
4187500,2818500,Castanea sativa
4183500,2830500,Castanea sativa
4126500,3064500,Castanea sativa
4176500,2892500,Castanea sativa
4125500,3008500,Castanea sativa
4177500,2824500,Castanea sativa
4164500,2891500,Castanea sativa
4193500,2852500,Castanea sativa
4163500,2817500,Castanea sativa
4177500,2808500,Castanea sativa
4128500,3180500,Castanea sativa
4183500,2822500,Castanea sativa
4252500,2929500,Castanea sativa
4121500,3056500,Castanea sativa
4170500,2886500,Castanea sativa
4142500,2923500,Castanea sativa
4179500,2822500,Castanea sativa
4226500,2924500,Castanea sativa
4168500,2900500,Castanea sativa
4226500,2930500,Castanea sativa
4225500,2970500,Castanea sativa
4185500,2840500,Castanea sativa
4170500,2894500,Castanea sativa
4181500,2810500,Castanea sativa
4105500,2905500,Castanea sativa
4166500,2901500,Castanea sativa
4226500,2926500,Castanea sativa
4186500,2922500,Castanea sativa
4126500,3060500,Castanea sativa
4182500,2912500,Castanea sativa
4076500,3175500,Castanea sativa
4185500,2834500,Castanea sativa
4226500,2922500,Castanea sativa
4169500,2807500,Castanea sativa
4180500,2908500,Castanea sativa
4182500,2910500,Castanea sativa
4187500,2844500,Castanea sativa
4183500,2824500,Castanea sativa
4172500,2888500,Castanea sativa
4173500,2822500,Castanea sativa
4176500,2896500,Castanea sativa
4179500,2820500,Castanea sativa
4166500,2783500,Castanea sativa
4176500,2940500,Castanea sativa
4179500,2828500,Castanea sativa
4187500,2850500,Castanea sativa
4183500,2832500,Castanea sativa
4218500,2916500,Castanea sativa
4180500,2890500,Castanea sativa
4184500,2918500,Castanea sativa
4170500,2898500,Castanea sativa
4197500,2850500,Castanea sativa
4185500,2830500,Castanea sativa
4160500,2887500,Castanea sativa
4184500,2916500,Castanea sativa
4164500,2945500,Castanea sativa
4185500,2842500,Castanea sativa
4217500,3010500,Castanea sativa
4129500,3056500,Castanea sativa
4177500,2816500,Castanea sativa
4187500,2840500,Castanea sativa
4179500,2832500,Castanea sativa
4176500,2900500,Castanea sativa
4193500,3002500,Castanea sativa
4186500,2932500,Castanea sativa
4178500,2906500,Castanea sativa
4160500,2933500,Castanea sativa
4234500,2920500,Castanea sativa
4164500,2799500,Castanea sativa
4172500,2892500,Castanea sativa
4189500,2818500,Castanea sativa
4173500,2810500,Castanea sativa
4209500,3002500,Castanea sativa
4183500,2834500,Castanea sativa
4177500,2818500,Castanea sativa
4181500,2822500,Castanea sativa
4158500,2886000,Castanea sativa
4160000,2888000,Castanea sativa
4174500,2898500,Castanea sativa
4280500,2875500,Castanea sativa
4170500,2884500,Castanea sativa
4186500,2930500,Castanea sativa
4178500,2908500,Castanea sativa
4181500,2834500,Castanea sativa
4226500,3342500,Castanea sativa
4170500,2888500,Castanea sativa
4183500,2836500,Castanea sativa
4185500,2808500,Castanea sativa
4146500,2889500,Castanea sativa
4184500,2914500,Castanea sativa
4181500,2820500,Castanea sativa
4193500,2850500,Castanea sativa
4170500,2902500,Castanea sativa
4224500,2936500,Castanea sativa
4180500,2906500,Castanea sativa
4174500,2890500,Castanea sativa
4074500,2962500,Castanea sativa
4173500,2816500,Castanea sativa
4087500,3158500,Castanea sativa
4188500,2924500,Castanea sativa
4176000,2903500,Castanea sativa
4169500,2811500,Castanea sativa
4178500,2904500,Castanea sativa
4176500,2904500,Castanea sativa
4174500,2794500,Castanea sativa
4168500,2896500,Castanea sativa
4228500,2924500,Castanea sativa
4139500,2939500,Castanea sativa
4197500,2854500,Castanea sativa
4185500,2826500,Castanea sativa
4203500,2860000,Castanea sativa
4174500,2802500,Castanea sativa
4172500,2898500,Castanea sativa
4234500,2796500,Castanea sativa
4171500,2810500,Castanea sativa
4170500,2900500,Castanea sativa
4170500,2896500,Castanea sativa
4166500,2779500,Castanea sativa
4211500,2866500,Castanea sativa
4172500,2896500,Castanea sativa
4250500,2923500,Castanea sativa
4586500,3097500,Castanea sativa
4197500,2852500,Castanea sativa
4185500,2828500,Castanea sativa
4174500,2894500,Castanea sativa
4181500,2828500,Castanea sativa
4170500,2780500,Castanea sativa
4176500,2898500,Castanea sativa
4197500,2862500,Castanea sativa
4183500,2828500,Castanea sativa
4160500,2765500,Castanea sativa
4185500,2822500,Castanea sativa
4226500,2932500,Castanea sativa
4081500,2970500,Castanea sativa
4164500,2937500,Castanea sativa
4174500,2892500,Castanea sativa
4173500,2820500,Castanea sativa
4218500,2796000,Cornus mas
4138000,2749000,Cornus mas
4193000,2983500,Cornus mas
4459000,2903000,Cornus sanguinea
4299000,2827000,Cornus sanguinea
4218500,2796000,Cornus sanguinea
4156000,3136000,Cornus sanguinea
4236500,3151000,Cornus sanguinea
4138000,2749000,Cornus sanguinea
4266500,2779500,Cornus sanguinea
4298000,2747000,Cornus sanguinea
4395500,2869500,Cornus sanguinea
4442500,2918500,Cornus sanguinea
4186500,2796500,Corylus avellana
4192000,2903500,Corylus avellana
4178000,3047500,Corylus avellana
4315000,2810500,Corylus avellana
4250500,2764000,Corylus avellana
4084000,2955000,Corylus avellana
4394500,2917500,Corylus avellana
4234500,2780000,Corylus avellana
4235500,2845000,Corylus avellana
4442500,2918500,Corylus avellana
4597500,3242500,Corylus avellana
4470500,3450500,Corylus avellana
4570500,3426500,Corylus avellana
4441500,2951000,Corylus avellana
4565500,3258500,Corylus avellana
4219000,2812000,Corylus avellana
4078000,3043500,Corylus avellana
4107500,2937000,Corylus avellana
4285000,3278000,Corylus avellana
4218500,2796000,Corylus avellana
4320500,2933000,Corylus avellana
4194000,3060500,Corylus avellana
4299000,2811000,Corylus avellana
4336500,2932500,Corylus avellana
4266500,2779500,Corylus avellana
4283000,2827500,Corylus avellana
4486500,3466500,Corylus avellana
4298000,2747000,Corylus avellana
4441000,2966500,Corylus avellana
4131000,3137000,Corylus avellana
4355500,3196500,Corylus avellana
4154500,2797000,Corylus avellana
4331500,2858500,Corylus avellana
4347500,3165500,Corylus avellana
4394500,2917500,Cotoneaster integerrimus
4442500,2918500,Cotoneaster integerrimus
4138000,2749000,Crataegus crus-galli
4283000,2827500,Crataegus crus-galli
4298000,2747000,Crataegus crus-galli
4235500,2845000,Crataegus crus-galli
4154500,2797000,Crataegus crus-galli
4219000,2812000,Crataegus crus-galli
4299000,2827000,Crataegus crus-galli
4266500,2779500,Crataegus crus-galli
4300500,2923000,Crataegus crus-galli
4268500,3230500,Crataegus laevigata
4486500,3466500,Crataegus laevigata
4455500,3031000,Crataegus laevigata
4156000,3136000,Crataegus laevigata
4336500,2932500,Crataegus laevigata
4268500,3230500,Crataegus monogyna
4192000,2903500,Crataegus monogyna
4353500,2980500,Crataegus monogyna
4192000,2887500,Crataegus monogyna
4331500,2858500,Crataegus monogyna
4363000,2900500,Crataegus monogyna
4078000,3043500,Crataegus monogyna
4455500,3031000,Crataegus monogyna
4470500,3450500,Crataegus monogyna
4441500,2951000,Crataegus monogyna
4269500,3294500,Crataegus monogyna
4160000,2888000,Crataegus monogyna
4353500,2996500,Crataegus monogyna
4459000,2903000,Crataegus monogyna
4193000,2983500,Crataegus monogyna
4337500,2996500,Crataegus monogyna
4084000,2955000,Crataegus monogyna
4394500,2917500,Crataegus monogyna
4470500,3450500,Euonymus europaeus
4218500,2796000,Euonymus europaeus
4336500,2932500,Euonymus europaeus
4350500,2756500,Euonymus europaeus
4362000,2932500,Euonymus europaeus
4570500,3426500,Euonymus europaeus
4268500,3230500,Euonymus europaeus
4147500,3131500,Fagus sylvatica
4465500,3457500,Fagus sylvatica
4375500,2880500,Fagus sylvatica
4152500,3195500,Fagus sylvatica
4350500,3028500,Fagus sylvatica
4517500,3396500,Fagus sylvatica
4255500,2827500,Fagus sylvatica
4511000,2744500,Fagus sylvatica
4584500,3331500,Fagus sylvatica
4313500,3428500,Fagus sylvatica
4189500,2848500,Fagus sylvatica
4307500,3417500,Fagus sylvatica
4410500,3131500,Fagus sylvatica
4150500,2893500,Fagus sylvatica
4295500,2825500,Fagus sylvatica
4563500,3436500,Fagus sylvatica
4300500,3173500,Fagus sylvatica
4472500,2979500,Fagus sylvatica
4065500,2983500,Fagus sylvatica
4275500,2851500,Fagus sylvatica
4180500,2778500,Fagus sylvatica
4203500,2722500,Fagus sylvatica
4438500,2774500,Fagus sylvatica
4367500,3388500,Fagus sylvatica
4623500,3114500,Fagus sylvatica
4216500,2786500,Fagus sylvatica
4178500,2728500,Fagus sylvatica
4168500,2898500,Fagus sylvatica
4299500,3431500,Fagus sylvatica
4178500,2928500,Fagus sylvatica
4257000,2965500,Fagus sylvatica
4260500,3197500,Fagus sylvatica
4117500,3050500,Fagus sylvatica
4284500,2875500,Fagus sylvatica
4301500,2851500,Fagus sylvatica
4149500,2723500,Fagus sylvatica
4333500,2848500,Fagus sylvatica
4271500,2829500,Fagus sylvatica
4329500,3428500,Fagus sylvatica
4350000,2740500,Fagus sylvatica
4435500,2862500,Fagus sylvatica
4165500,3001500,Fagus sylvatica
4150500,2895500,Fagus sylvatica
4304500,2753500,Fagus sylvatica
4180500,2908500,Fagus sylvatica
4185500,2804500,Fagus sylvatica
4198500,2730500,Fagus sylvatica
4139500,3005500,Fagus sylvatica
4584500,3095500,Fagus sylvatica
4556000,2858000,Fagus sylvatica
4341500,2802500,Fagus sylvatica
4164500,2795500,Fagus sylvatica
4356500,2980500,Fagus sylvatica
4231500,2864500,Fagus sylvatica
4094500,2953500,Fagus sylvatica
4249500,2839500,Fagus sylvatica
4140500,2897500,Fagus sylvatica
4554500,3500500,Fagus sylvatica
4145500,3195500,Fagus sylvatica
4310500,2931500,Fagus sylvatica
4375500,3383500,Fagus sylvatica
4219500,2844000,Fagus sylvatica
4455500,3401500,Fagus sylvatica
4209500,2864500,Fagus sylvatica
4373500,2788500,Fagus sylvatica
4072500,3039500,Fagus sylvatica
4203500,2840500,Fagus sylvatica
4391500,3385500,Fagus sylvatica
4172500,2916500,Fagus sylvatica
4188500,2786500,Fagus sylvatica
4169500,2813500,Fagus sylvatica
4199500,2844500,Fagus sylvatica
4253500,2845500,Fagus sylvatica
4148500,2731500,Fagus sylvatica
4592500,3392500,Fagus sylvatica
4210500,3038500,Fagus sylvatica
4046500,2998500,Fagus sylvatica
4299500,3169500,Fagus sylvatica
4072500,2947500,Fagus sylvatica
4170500,2946500,Fagus sylvatica
4298500,2771500,Fagus sylvatica
4484500,2847500,Fagus sylvatica
4158500,2905500,Fagus sylvatica
4249500,3017500,Fagus sylvatica
4240500,2941500,Fagus sylvatica
4198500,2736500,Fagus sylvatica
4320500,2786500,Fagus sylvatica
4508500,3346500,Fagus sylvatica
4166500,2777500,Fagus sylvatica
4297500,2721500,Fagus sylvatica
4174500,2730500,Fagus sylvatica
4379500,3165500,Fagus sylvatica
4296500,2751500,Fagus sylvatica
4283500,3165500,Fagus sylvatica
4465500,3087500,Fagus sylvatica
4405500,3163000,Fagus sylvatica
4114500,2920500,Fagus sylvatica
4541500,3265500,Fagus sylvatica
4118500,2984500,Fagus sylvatica
4124500,3180500,Fagus sylvatica
4499500,2736500,Fagus sylvatica
4166500,2783500,Fagus sylvatica
4354500,3424500,Fagus sylvatica
4288500,2741500,Fagus sylvatica
4164500,3087500,Fagus sylvatica
4166500,3085500,Fagus sylvatica
4210500,3076000,Fagus sylvatica
4149500,2721500,Fagus sylvatica
4293500,3429500,Fagus sylvatica
4459500,2731500,Fagus sylvatica
4325500,2830500,Fagus sylvatica
4543500,3383500,Fagus sylvatica
4150500,3045500,Fagus sylvatica
4323500,3168500,Fagus sylvatica
4338500,3096500,Fagus sylvatica
4367500,3402500,Fagus sylvatica
4105500,3005500,Fagus sylvatica
4429500,3384500,Fagus sylvatica
4338500,3348500,Fagus sylvatica
4273500,3281500,Fagus sylvatica
4234500,2752500,Fagus sylvatica
4293500,2867500,Fagus sylvatica
4364500,2992500,Fagus sylvatica
4074500,2948500,Fagus sylvatica
4445500,3374500,Fagus sylvatica
4239500,2840500,Fagus sylvatica
4241500,2806500,Fagus sylvatica
4495500,3380500,Fagus sylvatica
